Day,Work_Hours,Sleep_Hours,Study_Minutes,Break_Time,Stress_Level,Recommended_Activity
Jumat,570,180,45,90,5,Menyusun Rencana Keuangan: Atasi stres finansial dengan merencanakan keuangan Anda.
Sabtu,720,150,35,120,3,Yoga atau Pilates: Latihan fisik ini dapat membantu meredakan stres dan meningkatkan kesejahteraan.
Minggu,600,270,30,120,2,Melakukan Peregangan Kecil di Kantor: Lakukan peregangan kecil di meja atau kantor untuk meredakan ketegangan otot.
Senin,660,180,40,60,5,Bergabung dengan Kelompok Dukungan: Bergabunglah dengan kelompok dukungan untuk berbagi pengalaman dengan orang lain.
Selasa,690,330,20,120,5,Mempraktikkan Mindfulness: Latih perhatian penuh untuk fokus pada momen sekarang.
Rabu,180,30,40,60,2,Berolahraga Ringan: Lakukan kegiatan fisik ringan seperti berjalan kaki atau bersepeda.
Kamis,330,270,45,90,2,Menonton Komedi Ringan: Saksikan film atau pertunjukan komedi yang dapat membuat Anda tertawa.
Jumat,150,120,35,30,2,Menyusun Rencana Hari: Rencanakan aktivitas harian untuk memberikan struktur.
Sabtu,180,60,30,120,2,Menonton Komedi Ringan: Saksikan film atau pertunjukan komedi yang dapat membuat Anda tertawa.
Minggu,360,270,40,30,2,"Pentingkan Diri Sendiri: Luangkan waktu untuk merawat diri sendiri, seperti mandi panas atau spa di rumah."
Senin,480,510,20,30,2,Melakukan Peregangan Kecil di Kantor: Lakukan peregangan kecil di meja atau kantor untuk meredakan ketegangan otot.
Selasa,450,390,35,90,2,Menulis Tiga Hal Positif Setiap Hari: Tulis tiga hal positif yang Anda alami setiap hari.
Rabu,330,90,30,120,2,Mengatur Waktu Bersantai: Tentukan waktu untuk bersantai dan istirahat sejenak.
Kamis,150,480,40,90,1,Melakukan Hobi: Luangkan waktu untuk melakukan hobi yang disukai.
Jumat,570,120,40,90,5,"Menetapkan Batasan: Pelajari untuk menetapkan batasan dan mengatakan ""tidak"" ketika perlu."
Sabtu,480,30,35,30,3,Meditasi Pintu Masuk: Coba meditasi singkat untuk meresapi momen sekarang.
Minggu,390,540,30,120,2,Mengatur Waktu Bersantai: Tentukan waktu untuk bersantai dan istirahat sejenak.
Senin,390,420,20,30,2,Pendengaran Musik Relaksasi: Dengarkan musik relaksasi atau playlist yang menenangkan.
Selasa,420,600,35,30,1,Berbicara dengan Teman: Berbagi perasaan dengan teman dekat atau keluarga.
Rabu,330,420,45,30,2,Menonton Komedi Ringan: Saksikan film atau pertunjukan komedi yang dapat membuat Anda tertawa.
Kamis,420,600,40,120,1,Minum Teh Herbal: Teh herbal seperti chamomile dapat membantu meredakan stres.
Jumat,300,420,30,90,2,Memasak Makanan Favorit: Luangkan waktu untuk memasak dan menikmati hidangan favorit.
Sabtu,510,510,45,60,2,Meditasi Pernapasan: Fokus pada pernapasan untuk menenangkan pikiran.
Minggu,420,360,30,90,2,"Seni Kreatif: Cobalah seni kreatif seperti melukis, menggambar, atau membuat kerajinan."
Senin,240,120,35,60,2,Berolahraga Ringan: Lakukan kegiatan fisik ringan seperti berjalan kaki atau bersepeda.
Selasa,120,180,30,120,2,Berolahraga Ringan: Lakukan kegiatan fisik ringan seperti berjalan kaki atau bersepeda.
Rabu,660,300,40,30,5,Berpartisipasi dalam Program Kesehatan Mental: Ikuti program kesehatan mental untuk mendapatkan dukungan tambahan.
Kamis,360,240,30,90,2,Berolahraga Ringan: Lakukan kegiatan fisik ringan seperti berjalan kaki atau bersepeda.
Jumat,570,420,30,120,5,Berlibur Jangka Panjang: Ambil cuti atau berlibur untuk benar-benar merilekskan diri.
Sabtu,510,60,40,90,2,"Seni Kreatif: Cobalah seni kreatif seperti melukis, menggambar, atau membuat kerajinan."
Minggu,180,60,35,120,2,Terapi Refleksi atau Pijat: Pijatan ringan dapat membantu mengurangi ketegangan otot.
Senin,60,180,30,30,2,Menonton Komedi Ringan: Saksikan film atau pertunjukan komedi yang dapat membuat Anda tertawa.
Selasa,540,270,30,30,4,Meditasi yang Dalam: Praktikkan meditasi yang lebih mendalam untuk menenangkan pikiran.
Rabu,690,120,40,30,5,Mempraktikkan Mindfulness: Latih perhatian penuh untuk fokus pada momen sekarang.
Kamis,480,60,45,60,3,Bermain dengan Hewan Peliharaan: Interaksi dengan hewan peliharaan dapat meningkatkan suasana hati.
Jumat,90,510,20,120,1,Membaca Buku Ringan: Baca buku yang menyenangkan dan ringan.
Sabtu,90,330,40,30,2,Bermain dengan Hewan Peliharaan: Interaksi dengan hewan peliharaan dapat meningkatkan suasana hati.
Minggu,120,30,45,120,2,Menghadiri Kelas Relaksasi: Ambil kelas relaksasi atau meditasi untuk mempelajari teknik-teknik baru.
Senin,690,90,20,30,5,Mempraktikkan Mindfulness: Latih perhatian penuh untuk fokus pada momen sekarang.
Selasa,270,360,45,90,2,Berbicara dengan Sahabat: Bagikan perasaan Anda dengan sahabat dekat atau keluarga.
Rabu,450,600,35,90,1,Berbicara dengan Teman: Berbagi perasaan dengan teman dekat atau keluarga.
Kamis,510,120,30,60,4,Menggali Hobi Baru yang Menantang: Coba hobi baru yang menantang untuk mengalihkan perhatian.
Jumat,300,210,35,60,2,Berbicara dengan Sahabat: Bagikan perasaan Anda dengan sahabat dekat atau keluarga.
Sabtu,30,540,30,120,2,Mendengarkan Musik yang Menenangkan: Dengarkan musik yang menenangkan atau alam suara.
Minggu,450,510,40,120,1,Minum Teh Herbal: Teh herbal seperti chamomile dapat membantu meredakan stres.
Senin,690,360,30,30,5,Mempraktikkan Mindfulness: Latih perhatian penuh untuk fokus pada momen sekarang.
Selasa,30,210,35,30,2,Mengatur Waktu Bersantai: Tentukan waktu untuk bersantai dan istirahat sejenak.
Rabu,90,300,45,120,2,Berolahraga Ringan: Lakukan kegiatan fisik ringan seperti berjalan kaki atau bersepeda.
Kamis,330,330,20,120,2,Menonton Komedi Ringan: Saksikan film atau pertunjukan komedi yang dapat membuat Anda tertawa.
Jumat,30,180,30,120,2,Meditasi Pintu Masuk: Coba meditasi singkat untuk meresapi momen sekarang.
Sabtu,330,120,45,90,2,Mengatur Waktu Bersantai: Tentukan waktu untuk bersantai dan istirahat sejenak.
Minggu,720,450,20,60,1,Mengatur Waktu Bersantai: Tentukan waktu untuk bersantai dan istirahat sejenak.
Senin,300,90,30,30,2,Meditasi Pintu Masuk: Coba meditasi singkat untuk meresapi momen sekarang.
Selasa,660,150,40,60,5,Bergabung dengan Kelompok Dukungan: Bergabunglah dengan kelompok dukungan untuk berbagi pengalaman dengan orang lain.
Rabu,300,30,30,90,2,Berolahraga Ringan: Lakukan kegiatan fisik ringan seperti berjalan kaki atau bersepeda.
Kamis,240,450,45,30,1,Peregangan Ringan: Lakukan beberapa peregangan ringan untuk melepaskan ketegangan otot.
Jumat,360,390,40,120,2,Berbicara dengan Sahabat: Bagikan perasaan Anda dengan sahabat dekat atau keluarga.
Sabtu,600,240,35,120,3,Berbicara dengan Sahabat: Bagikan perasaan Anda dengan sahabat dekat atau keluarga.
Minggu,90,540,30,90,1,Berjalan-jalan di Taman: Nikmati alam dan udara segar dengan berjalan-jalan santai di taman.
Senin,240,180,20,30,2,Pendengaran Musik Relaksasi: Dengarkan musik relaksasi atau playlist yang menenangkan.
Selasa,210,60,45,90,2,Mengatur Waktu Bersantai: Tentukan waktu untuk bersantai dan istirahat sejenak.
Rabu,660,420,35,30,5,Retret Ke Meditasi: Ikuti retret meditasi yang mendalam untuk mendapatkan ketenangan batin.
Kamis,450,450,40,60,1,Minum Teh Herbal: Teh herbal seperti chamomile dapat membantu meredakan stres.
Jumat,360,390,20,30,2,Berolahraga Ringan: Lakukan kegiatan fisik ringan seperti berjalan kaki atau bersepeda.
Sabtu,660,210,35,90,3,Yoga atau Pilates: Latihan fisik ini dapat membantu meredakan stres dan meningkatkan kesejahteraan.
Minggu,360,30,30,30,2,Terapi Refleksi atau Pijat: Pijatan ringan dapat membantu mengurangi ketegangan otot.
Senin,240,150,40,120,2,Melakukan Peregangan Kecil di Kantor: Lakukan peregangan kecil di meja atau kantor untuk meredakan ketegangan otot.
Selasa,330,360,40,90,2,Berbicara dengan Sahabat: Bagikan perasaan Anda dengan sahabat dekat atau keluarga.
Rabu,90,150,35,30,2,Mengatur Waktu Bersantai: Tentukan waktu untuk bersantai dan istirahat sejenak.
Kamis,330,330,30,30,2,Menulis Tiga Hal Positif Setiap Hari: Tulis tiga hal positif yang Anda alami setiap hari.
Jumat,690,150,20,90,5,Retret Ke Meditasi: Ikuti retret meditasi yang mendalam untuk mendapatkan ketenangan batin.
Sabtu,420,570,35,90,1,Berolahraga Ringan: Lakukan kegiatan fisik ringan seperti berjalan kaki atau bersepeda.
Minggu,480,120,45,90,2,Berpartisipasi dalam Olahraga Ringan: Olahraga ringan seperti berenang atau bersepeda dapat membantu meredakan stres.
Senin,30,90,40,30,2,Melakukan Peregangan Kecil di Kantor: Lakukan peregangan kecil di meja atau kantor untuk meredakan ketegangan otot.
Selasa,660,300,30,30,5,Konseling atau Terapi: Pertimbangkan untuk berkonsultasi dengan seorang profesional kesehatan mental.
Rabu,510,90,45,90,4,Membaca Buku Pengembangan Diri: Pilih buku pengembangan diri yang dapat memberikan wawasan positif.
Kamis,60,360,30,30,2,Menyusun Rencana Hari: Rencanakan aktivitas harian untuk memberikan struktur.
Jumat,360,90,35,120,2,Berolahraga Ringan: Lakukan kegiatan fisik ringan seperti berjalan kaki atau bersepeda.
Sabtu,660,570,30,60,2,Minum Teh Herbal: Teh herbal seperti chamomile dapat membantu meredakan stres.
